policyID,county,hu_site_limit,fr_site_limit,tiv_2012,hu_site_deductible
705280,ESCAMBIA COUNTY,1005895.8,1005895.8,1332997.02,0,
107422,ESCAMBIA COUNTY,108000,108000,102340.8,10800,
619650,ESCAMBIA COUNTY,43582.5,43582.5,54681.05,0,
595809,ESCAMBIA COUNTY,1076068.8,1076068.8,1069799.62,0,
823119,ESCAMBIA COUNTY,3447241,0,3378296.18,0,
764690,ESCAMBIA COUNTY,1998806.19,0,2001574.53,0,
193605,ESCAMBIA COUNTY,18090000,0,27810000,0,
630427,ESCAMBIA COUNTY,377634.5,0,350097.39,0,
534281,ESCAMBIA COUNTY,1324661.5,0,1935734.48,0,
441668,ESCAMBIA COUNTY,2894356.81,0,4285862.26,0,
471804,ESCAMBIA COUNTY,221054.4,221054.4,313508.63,0,
782472,ESCAMBIA COUNTY,1377900,1377900,2091056.95,68895,
460088,ESCAMBIA COUNTY,873000,873000,1261142.78,43650,
465217,ESCAMBIA COUNTY,17910000,0,27540000,0,
946716,ESCAMBIA COUNTY,42300000,0,64710000,0,
404441,ESCAMBIA COUNTY,1605359.54,0,2688014.01,0,
963351,ESCAMBIA COUNTY,18720000,0,18090000,0,
266370,ESCAMBIA COUNTY,9720000,9720000,14760000,0,
906995,ESCAMBIA COUNTY,1514653.88,0,1813054.32,0,
785276,ESCAMBIA COUNTY,4303.28,112500,154720.8,0,
193939,ESCAMBIA COUNTY,486329.4,0,709856.12,0,
639901,ESCAMBIA COUNTY,1357400.88,0,1631937.92,0,
937572,ESCAMBIA COUNTY,12945.24,0,14984.37,0,
433616,ESCAMBIA COUNTY,13776.48,0,20458.29,0,
331401,ESCAMBIA COUNTY,300804.13,0,251799.53,0,
518773,ESCAMBIA COUNTY,1819421.52,0,2884092.41,0,
475196,ESCAMBIA COUNTY,26493.23,0,37967.98,0,
984362,ESCAMBIA COUNTY,392099.81,0,412057.69,0,
222297,ESCAMBIA COUNTY,84778.34,0,144197.44,0,
918381,ESCAMBIA COUNTY,847783.36,0,1437426.86,0,
845445,ESCAMBIA COUNTY,105972.92,0,90667.25,0,
271564,ESCAMBIA COUNTY,2914255.31,0,2371772.51,0,
103266,ESCAMBIA COUNTY,913939.2,913939.2,1302911.72,0,
659660,SANTA ROSA COUNTY,1946745,1946745,2040811.72,38934.9,
374066,SANTA ROSA COUNTY,458154,458154,325912.43,0,
420523,SANTA ROSA COUNTY,270,270,319.82,5.4,
776037,SANTA ROSA COUNTY,270,270,238.95,5.4,
608373,SANTA ROSA COUNTY,30240,30240,38273.68,604.8,
407421,SANTA ROSA COUNTY,13500,13500,15907.32,270,
803973,SANTA ROSA COUNTY,90,90,130.76,1.8,
652444,SANTA ROSA COUNTY,630,630,1029.82,12.6,
850231,OKALOOSA COUNTY,11880000,11880000,16020000,0,
717198,OKALOOSA COUNTY,440658,440658,475720.28,0,
184340,OKALOOSA COUNTY,563202,563202,667112.77,0,
407739,OKALOOSA COUNTY,319158,319158,453601.39,0,
657784,OKALOOSA COUNTY,5058,5058,4364.65,0,
811680,OKALOOSA COUNTY,83799,83799,119165.19,0,
252003,OKALOOSA COUNTY,69813,69813,66973.71,0,
672570,OKALOOSA COUNTY,64746,64746,82209.94,0,
974037,OKALOOSA COUNTY,22095,22095,35159.69,441.9,
233479,OKALOOSA COUNTY,666,666,502.56,0,
250746,OKALOOSA COUNTY,477,477,375.21,0,
915444,OKALOOSA COUNTY,2493,2493,3229.25,0,
901729,OKALOOSA COUNTY,207,207,309.23,0,
252678,OKALOOSA COUNTY,275355,275355,333906.49,5507.1,
951273,OKALOOSA COUNTY,963,963,1108.98,0,
240265,OKALOOSA COUNTY,1989,1989,1587.22,0,
972275,OKALOOSA COUNTY,1989,1989,2234.74,0,
197675,OKALOOSA COUNTY,1989,1989,2430.07,0,
692391,OKALOOSA COUNTY,243,243,242.24,0,
264144,OKALOOSA COUNTY,243,243,334.97,0,
187260,OKALOOSA COUNTY,12483,12483,13455.08,0,
593470,OKALOOSA COUNTY,585,585,1087.22,11.7,
555273,ESCAMBIA COUNTY,257850,0,313451.74,12892.5,
490494,ESCAMBIA COUNTY,14794.56,0,19224.88,0,
421097,ESCAMBIA COUNTY,303181.2,0,306152.38,0,
766780,ESCAMBIA COUNTY,1454895.9,0,1716148.65,0,
544764,ESCAMBIA COUNTY,90000,90000,144666,4500,
129847,ESCAMBIA COUNTY,420129.64,0,537714.69,0,
928010,ESCAMBIA COUNTY,710252.1,710252.1,782920.83,0,
609599,ESCAMBIA COUNTY,180652.87,0,231628.77,0,
230711,ESCAMBIA COUNTY,27319.67,0,38231.8,0,
776232,ESCAMBIA COUNTY,206524.8,0,275537.13,0,
325051,ESCAMBIA COUNTY,182929.02,0,253199.37,0,
195243,ESCAMBIA COUNTY,282103.48,0,343145.03,0,
253583,ESCAMBIA COUNTY,187418.07,0,237046.38,0,
542224,ESCAMBIA COUNTY,50501.88,0,64428.68,0,
723519,ESCAMBIA COUNTY,33667.92,0,52290.05,0,
334249,ESCAMBIA COUNTY,33667.92,0,39494.49,0,
359947,ESCAMBIA COUNTY,33667.92,0,27421.31,0,
949162,ESCAMBIA COUNTY,128499.22,0,196046.63,0,
194983,OKALOOSA COUNTY,822947.4,822947.4,1235045.72,0,
839993,OKALOOSA COUNTY,273699.36,0,333922.8,0,
239552,OKALOOSA COUNTY,344898,344898,513870.43,0,
165523,OKALOOSA COUNTY,270936,270936,405965.08,0,
942745,OKALOOSA COUNTY,19854,19854,27919.87,0,
672744,OKALOOSA COUNTY,6444,6444,5534.11,0,
387999,OKALOOSA COUNTY,338166,338166,487592.09,0,
358731,OKALOOSA COUNTY,327519,327519,333387.49,0,
941277,OKALOOSA COUNTY,69813,69813,64647.96,0,
857802,OKALOOSA COUNTY,6174,6174,6245.84,0,
919102,OKALOOSA COUNTY,666,666,974.44,0,
375135,OKALOOSA COUNTY,666,666,587.41,0,
371791,OKALOOSA COUNTY,387,387,396.49,0,
338482,OKALOOSA COUNTY,603,603,770.68,0,
366455,OKALOOSA COUNTY,963,963,1423.56,0,
912893,OKALOOSA COUNTY,243,243,179.17,0,
914040,OKALOOSA COUNTY,243,243,402.55,0,
546934,OKALOOSA COUNTY,243,243,322.29,0,
589723,OKALOOSA COUNTY,243,243,335.16,0,
627786,OKALOOSA COUNTY,963,963,1081.98,0,
533010,OKALOOSA COUNTY,963,963,776.38,0,
759310,OKALOOSA COUNTY,621,621,704.05,0,
903870,OKALOOSA COUNTY,432,432,365.84,0,
495956,OKALOOSA COUNTY,5571396,5571396,6413635.08,0,
357742,OKALOOSA COUNTY,4686066,4686066,3853408.3,0,
324826,OKALOOSA COUNTY,728154,728154,1178692.01,0,
962606,OKALOOSA COUNTY,585,585,831.34,11.7,
565260,OKALOOSA COUNTY,3483,3483,4828.17,0,
944346,OKALOOSA COUNTY,1485486,1485486,1792090.31,0,
729667,OKALOOSA COUNTY,294174,294174,363457.86,0,
581781,OKALOOSA COUNTY,997371,997371,1439954.38,0,
142827,OKALOOSA COUNTY,721080,721080,706012.31,14421.6,
270573,OKALOOSA COUNTY,68895,68895,93462.96,1377.9,
171775,OKALOOSA COUNTY,432,432,441.04,0,
954090,OKALOOSA COUNTY,11520,11520,17732.57,230.4,
781573,OKALOOSA COUNTY,1062,1062,1814.36,0,
973078,OKALOOSA COUNTY,43776,43776,38569.37,0,
575246,OKALOOSA COUNTY,55125,55125,44827.65,1102.5,
578947,OKALOOSA COUNTY,1558458,1558458,1990783.6,0,
636868,OKALOOSA COUNTY,847692,847692,1218723.4,0,
960541,OKALOOSA COUNTY,234414,234414,311526.36,0,
188509,OKALOOSA COUNTY,1553247,1553247,1588682.78,0,
962216,OKALOOSA COUNTY,666,666,576.22,0,
807241,OKALOOSA COUNTY,1440,1440,1687.08,28.8,
834247,OKALOOSA COUNTY,13428,13428,16501.94,0,
468672,OKALOOSA COUNTY,8253,8253,7737.04,0,
136179,OKALOOSA COUNTY,963,963,1099.93,0,
236855,OKALOOSA COUNTY,23895,23895,21496.9,477.9,
909313,OKALOOSA COUNTY,1197,1197,1962.95,0,
988803,OKALOOSA COUNTY,198,198,284.57,0,
175809,OKALOOSA COUNTY,67878,67878,118285.83,0,
385687,OKALOOSA COUNTY,386460,386460,327965.41,7729.2,
112455,OKALOOSA COUNTY,72837,72837,66307.16,0,
204230,OKALOOSA COUNTY,8064,8064,7575,0,
909294,OKALOOSA COUNTY,1143,1143,1909.68,0,
843402,OKALOOSA COUNTY,1440,1440,2659.74,28.8,
524469,OKALOOSA COUNTY,27999,27999,31019.81,0,
347285,OKALOOSA COUNTY,5634,5634,7076.28,0,
654565,OKALOOSA COUNTY,16947,16947,13693.18,0,
987492,OKALOOSA COUNTY,69813,69813,64070.74,0,
337553,OKALOOSA COUNTY,666,666,540.33,0,
981409,OKALOOSA COUNTY,1440,1440,2308.95,28.8,
337732,OKALOOSA COUNTY,1908,1908,1281.51,0,
975467,OKALOOSA COUNTY,207,207,285.72,0,
642389,OKALOOSA COUNTY,65655,65655,52014.78,1313.1,
653196,OKALOOSA COUNTY,1386,1386,1873.87,0,
927664,OKALOOSA COUNTY,1386,1386,1427.01,0,
363406,OKALOOSA COUNTY,1386,1386,2176,0,
537517,OKALOOSA COUNTY,47223,47223,70070.34,0,
384126,OKALOOSA COUNTY,47223,47223,74567.48,0,
922534,OKALOOSA COUNTY,1531078.63,0,1710695.59,0,
623487,OKALOOSA COUNTY,365565.6,0,319138.77,0,
524056,OKALOOSA COUNTY,280900.8,0,452527.82,0,
198654,OKALOOSA COUNTY,492556.5,0,725358.4,0,
225303,OKALOOSA COUNTY,33488.37,0,31730.09,0,
800314,OKALOOSA COUNTY,44947.21,0,64271.82,0,
350309,OKALOOSA COUNTY,44947.21,0,58728.03,0,
348652,OKALOOSA COUNTY,6916.08,0,10630.62,0,
399352,OKALOOSA COUNTY,45500.5,0,39130.43,0,
943758,OKALOOSA COUNTY,4368.05,0,6468.36,0,
170664,OKALOOSA COUNTY,4550.05,0,7100.13,0,
275155,OKALOOSA COUNTY,45500.5,0,52752.37,0,
695630,OKALOOSA COUNTY,40950.45,0,43625.74,0,
238812,OKALOOSA COUNTY,11575.33,0,16753.9,0,
218943,OKALOOSA COUNTY,38344.18,0,41006.22,0,
451791,OKALOOSA COUNTY,13237,0,14171.54,0,
400773,OKALOOSA COUNTY,52032.55,0,44209.98,0,
158638,OKALOOSA COUNTY,1258088.75,0,1555347.45,0,
464645,OKALOOSA COUNTY,364003.98,0,488176.66,0,
406770,OKALOOSA COUNTY,455004.97,0,395003.92,0,
812083,OKALOOSA COUNTY,93657.31,0,147995.04,0,
590191,OKALOOSA COUNTY,50050.55,0,66707.37,0,
100183,OKALOOSA COUNTY,52032.55,0,75451.36,0,
401548,OKALOOSA COUNTY,1564010.76,0,1743934.55,0,
867722,OKALOOSA COUNTY,664901.74,0,769222.16,0,
640036,WALTON COUNTY,306004.91,0,552608.15,0,
628393,WALTON COUNTY,112808.11,0,85657,0,
260998,WALTON COUNTY,124817.79,0,164289.92,0,
393469,WALTON COUNTY,52516.08,0,81128.52,0,
743750,WALTON COUNTY,15853.87,0,24894.61,0,
921398,WALTON COUNTY,52299.31,0,58351.9,0,
384813,WALTON COUNTY,695122.73,0,880598.85,0,
206089,WALTON COUNTY,726381.15,0,1114474.97,0,
870972,WALTON COUNTY,389756.65,0,638786.2,0,
444839,WALTON COUNTY,3759754.45,0,6184645.67,0,
763442,WALTON COUNTY,16040.21,0,20018.19,0,
531174,WALTON COUNTY,1316.6,0,1293,0,
404442,OKALOOSA COUNTY,0,0,6024191.18,0,
373536,OKALOOSA COUNTY,21780000,21780000,18090000,0,
283751,OKALOOSA COUNTY,4383,4383,3839.57,0,
636998,OKALOOSA COUNTY,137934,137934,114459.84,0,
114549,OKALOOSA COUNTY,62991,62991,60403.96,0,
221023,OKALOOSA COUNTY,67878,67878,71782.21,0,
579728,OKALOOSA COUNTY,50391,50391,53256.43,0,
522288,OKALOOSA COUNTY,39348,39348,57676.02,0,
413112,OKALOOSA COUNTY,909,909,1135.15,0,
442020,OKALOOSA COUNTY,3402,3402,4553.51,0,
998523,OKALOOSA COUNTY,526698,526698,472342.77,0,
254636,OKALOOSA COUNTY,919017,919017,1184208.55,0,
993406,OKALOOSA COUNTY,666,666,879.16,0,
387772,OKALOOSA COUNTY,387,387,279.52,0,
966998,OKALOOSA COUNTY,387,387,567,0,
535991,OKALOOSA COUNTY,10737,10737,11711.28,0,
754564,OKALOOSA COUNTY,243,243,409.55,0,
847856,OKALOOSA COUNTY,243,243,201.63,0,
497553,OKALOOSA COUNTY,243,243,291.21,0,
903029,OKALOOSA COUNTY,243,243,340.03,0,
681211,OKALOOSA COUNTY,14400,14400,18989.11,288,
428746,OKALOOSA COUNTY,3843,3843,5356.83,0,
438700,OKALOOSA COUNTY,59157,59157,57568.75,0,
164281,OKALOOSA COUNTY,144486,144486,141844.8,0,
482168,OKALOOSA COUNTY,4680,4680,4887.27,93.6,
965248,OKALOOSA COUNTY,49095,49095,52539.51,981.9,
936339,OKALOOSA COUNTY,900,900,1261.46,18,
391278,OKALOOSA COUNTY,11520,11520,14399.7,230.4,
251684,OKALOOSA COUNTY,44947.21,0,36174.64,0,
474867,OKALOOSA COUNTY,9100.1,0,8069.09,0,
915481,OKALOOSA COUNTY,53872.59,0,76886.1,0,
840625,OKALOOSA COUNTY,6333.67,0,8955.81,0,
177196,OKALOOSA COUNTY,21135.89,0,34214.78,0,
552214,OKALOOSA COUNTY,2616.28,0,2760.03,0,
493555,OKALOOSA COUNTY,43239.12,0,65053.09,0,
845185,OKALOOSA COUNTY,524165.73,0,543219.16,0,
496569,OKALOOSA COUNTY,4537.31,0,3667.71,0,
147958,OKALOOSA COUNTY,1048.33,0,1268.72,0,
329163,OKALOOSA COUNTY,66257.82,0,73007.51,0,
461324,OKALOOSA COUNTY,33731.34,0,35829.43,0,
328677,OKALOOSA COUNTY,922399.2,0,796952.91,0,
310994,OKALOOSA COUNTY,799947,799947,880765.65,0,
489265,OKALOOSA COUNTY,1278045,1278045,1080428.57,25560.9,
279868,OKALOOSA COUNTY,12789,12789,18060.37,0,
568583,OKALOOSA COUNTY,22095,22095,31772.52,441.9,
852311,OKALOOSA COUNTY,387,387,328.49,0,
253856,OKALOOSA COUNTY,387,387,609.28,0,
496047,OKALOOSA COUNTY,279,279,338.33,0,
792523,OKALOOSA COUNTY,963,963,961.74,0,
445981,OKALOOSA COUNTY,963,963,1157.83,0,
150447,OKALOOSA COUNTY,963,963,1362.39,0,
887035,OKALOOSA COUNTY,990,990,1494.14,19.8,
951307,OKALOOSA COUNTY,173385,173385,275906.86,3467.7,
753008,OKALOOSA COUNTY,243,243,357.17,0,
462946,OKALOOSA COUNTY,243,243,219.09,0,
120198,OKALOOSA COUNTY,243,243,356.8,0,
759562,OKALOOSA COUNTY,243,243,314.45,0,
558130,OKALOOSA COUNTY,28791,28791,33451.28,0,
951224,OKALOOSA COUNTY,225,225,304.77,4.5,
581390,OKALOOSA COUNTY,783,783,959.14,0,
146138,OKALOOSA COUNTY,621,621,743,0,
927138,OKALOOSA COUNTY,1553391,1553391,2322304.01,0,
736391,OKALOOSA COUNTY,3942,3942,3963.6,0,
692332,OKALOOSA COUNTY,7002,7002,8934.17,0,
988573,OKALOOSA COUNTY,666,666,938.15,0,
239535,OKALOOSA COUNTY,279,279,301.3,0,
538280,OKALOOSA COUNTY,7686,7686,9393.89,0,
749963,OKALOOSA COUNTY,61470,61470,65561.44,1229.4,
150363,OKALOOSA COUNTY,2187,2187,2813.33,0,
346822,OKALOOSA COUNTY,243,243,185.24,0,
776492,OKALOOSA COUNTY,621,621,645.58,0,
975186,OKALOOSA COUNTY,17910000,0,17370000,0,
411601,OKALOOSA COUNTY,591420.6,0,596797.2,0,
819754,OKALOOSA COUNTY,30510000,30510000,42570000,0,
761630,OKALOOSA COUNTY,2250,2250,1687.77,67.5,
294679,OKALOOSA COUNTY,63000,63000,48978.97,0,
721031,OKALOOSA COUNTY,27090000,0,29790000,0,
304866,OKALOOSA COUNTY,4147.09,0,5319.06,0,
653887,OKALOOSA COUNTY,187753.5,187753.5,161748.14,0,
536648,OKALOOSA COUNTY,187753.5,187753.5,267379.76,0,
622395,OKALOOSA COUNTY,176351.4,176351.4,245737.92,0,
225863,OKALOOSA COUNTY,176351.4,176351.4,278846.83,0,
772926,OKALOOSA COUNTY,176351.4,176351.4,175910.52,0,
125807,OKALOOSA COUNTY,176351.4,176351.4,189641.24,0,
996010,OKALOOSA COUNTY,749345.4,749345.4,793035.23,0,
253156,OKALOOSA COUNTY,729448.2,729448.2,741557.04,0,
391026,OKALOOSA COUNTY,364724.1,364724.1,602682.5,0,
647057,OKALOOSA COUNTY,352281.6,352281.6,365778.21,0,
689489,OKALOOSA COUNTY,352281.6,352281.6,529223.49,0,
706555,OKALOOSA COUNTY,352281.6,352281.6,300900.62,0,
327539,OKALOOSA COUNTY,650817,650817,914667.97,0,
144243,OKALOOSA COUNTY,650817,650817,829791.68,0,
670813,OKALOOSA COUNTY,808023.6,808023.6,903388.16,0,
699009,OKALOOSA COUNTY,704563.2,704563.2,707073.56,0,
413834,OKALOOSA COUNTY,352236.6,352236.6,499365.12,0,
990000,OKALOOSA COUNTY,352236.6,352236.6,574376.73,0,
316214,OKALOOSA COUNTY,531638.1,531638.1,603547.47,0,
442410,OKALOOSA COUNTY,531638.1,531638.1,509887.72,0,
870816,OKALOOSA COUNTY,1694376,1694376,2083370.84,0,
176452,OKALOOSA COUNTY,1270782,1270782,1180576.81,0,
725467,OKALOOSA COUNTY,1122084.9,1122084.9,1064167.37,0,
766802,OKALOOSA COUNTY,687780,687780,706315.67,20633.4,
298126,OKALOOSA COUNTY,1111282.2,1111282.2,1488006.87,0,
892180,OKALOOSA COUNTY,72316.8,72316.8,109206.32,0,
337833,OKALOOSA COUNTY,57879,57879,60543.29,0,
669026,OKALOOSA COUNTY,42484.5,42484.5,49560.29,0,
505926,OKALOOSA COUNTY,21600,21600,28055.81,648,
271099,OKALOOSA COUNTY,82925.1,82925.1,102566.08,0,
485501,OKALOOSA COUNTY,187753.5,187753.5,225287.3,0,
358359,OKALOOSA COUNTY,33020.1,33020.1,41196.54,0,
609336,OKALOOSA COUNTY,638081.62,0,650257.49,0,
385575,OKALOOSA COUNTY,2286694.8,2286694.8,2055281.29,0,
834638,OKALOOSA COUNTY,144210.91,0,171696.36,0,
570424,OKALOOSA COUNTY,31698.34,0,34970.63,0,
470637,OKALOOSA COUNTY,162396.08,0,187770.14,0,
301932,OKALOOSA COUNTY,14577.09,0,16127.8,0,
229880,OKALOOSA COUNTY,495308.93,0,407063.21,0,
788175,OKALOOSA COUNTY,1357.94,0,1830.91,0,
569415,OKALOOSA COUNTY,481743,481743,642356.12,0,
634124,OKALOOSA COUNTY,1599480,1599480,2220909.97,31989.6,
436744,OKALOOSA COUNTY,103887,103887,132219.69,0,
101647,OKALOOSA COUNTY,1334934,1334934,2160991.16,0,
368464,OKALOOSA COUNTY,8838,8838,16862.9,0,
225655,OKALOOSA COUNTY,5085,5085,8887.93,101.7,
206104,OKALOOSA COUNTY,15822,15822,26485.27,0,
226074,OKALOOSA COUNTY,2205,2205,2666.53,44.1,
652298,OKALOOSA COUNTY,2480805.9,2480805.9,2827835.91,0,
319395,OKALOOSA COUNTY,11070000,0,7945623.56,0,
298323,OKALOOSA COUNTY,574992,574992,497361.18,0,
813847,OKALOOSA COUNTY,9846,9846,12814.65,0,
885249,OKALOOSA COUNTY,4365,4365,5305.2,87.3,
126697,OKALOOSA COUNTY,4104,4104,4378.97,0,
840286,OKALOOSA COUNTY,477,477,468.11,0,
257187,OKALOOSA COUNTY,18612,18612,26529.21,0,
746359,OKALOOSA COUNTY,72837,72837,94104.82,0,
104333,OKALOOSA COUNTY,72837,72837,59994.38,0,
482419,OKALOOSA COUNTY,501750,501750,426326.94,10035,
653797,OKALOOSA COUNTY,334701,334701,279515.5,0,
504791,OKALOOSA COUNTY,6885,6885,7658.87,137.7,
765649,OKALOOSA COUNTY,1122903,1122903,1417498.85,0,
456862,OKALOOSA COUNTY,119169,119169,150002.79,0,
947099,OKALOOSA COUNTY,46071,46071,39642.81,0,
874742,OKALOOSA COUNTY,15822,15822,11697.74,0,
435391,OKALOOSA COUNTY,3087,3087,3721.07,0,
239305,OKALOOSA COUNTY,3103497,3103497,3485574.72,0,
625422,OKALOOSA COUNTY,22302,22302,22516.01,0,
844995,OKALOOSA COUNTY,2529,2529,2220.73,0,
462242,OKALOOSA COUNTY,14040,14040,18458.16,280.8,
570060,OKALOOSA COUNTY,7659,7659,7222.96,0,
213647,OKALOOSA COUNTY,4005,4005,4605.3,80.1,
926661,OKALOOSA COUNTY,13284,13284,21060.13,0,
974897,OKALOOSA COUNTY,4284,4284,7505.34,0,
913546,OKALOOSA COUNTY,727263,727263,730646.23,0,
552493,OKALOOSA COUNTY,3366,3366,3394.31,0,
938188,OKALOOSA COUNTY,3600,3600,4151.04,72,
167499,OKALOOSA COUNTY,3384,3384,3521.93,0,
210890,OKALOOSA COUNTY,889911,889911,891891.05,0,
616053,OKALOOSA COUNTY,14643,14643,15881.65,0,
861634,OKALOOSA COUNTY,2592,2592,2602.65,0,
266063,OKALOOSA COUNTY,21843,21843,32938.55,0,
741249,OKALOOSA COUNTY,1584,1584,2031.99,0,
949907,OKALOOSA COUNTY,47223,47223,47496.66,0,
818768,OKALOOSA COUNTY,47223,47223,86928.1,0,
910643,OKALOOSA COUNTY,1978461,1978461,1618578.94,0,
370830,OKALOOSA COUNTY,55800,55800,79542.96,1116,
850978,OKALOOSA COUNTY,246609,246609,346140.39,0,
446144,OKALOOSA COUNTY,4437,4437,5272.78,0,
523299,OKALOOSA COUNTY,22095,22095,23561.2,441.9,
804691,OKALOOSA COUNTY,3384,3384,4597.64,0,
993078,OKALOOSA COUNTY,328500,328500,353441.03,16425,
905794,OKALOOSA COUNTY,120060,0,147249.75,0,
972835,OKALOOSA COUNTY,1800,1800,2061.28,90,
974847,OKALOOSA COUNTY,1461.41,0,1220.57,0,
838658,OKALOOSA COUNTY,39044.43,0,43854.7,0,
562913,OKALOOSA COUNTY,201339.27,0,241607.12,0,
465850,OKALOOSA COUNTY,20633.94,0,29956.36,0,
907092,OKALOOSA COUNTY,197518.45,0,186646.05,0,
809347,OKALOOSA COUNTY,12842.07,0,12931.04,0,
874786,OKALOOSA COUNTY,928.11,0,990.6,0,
247162,OKALOOSA COUNTY,8661.63,0,6975.06,0,
192327,OKALOOSA COUNTY,116517.93,0,101208.4,0,
724204,OKALOOSA COUNTY,1487,0,2201.9,0,
193318,OKALOOSA COUNTY,9060.04,0,6957.53,0,
680026,OKALOOSA COUNTY,284166.2,0,496267.85,0,
781700,OKALOOSA COUNTY,3927.92,0,3634.82,0,
610699,OKALOOSA COUNTY,956303.52,0,926681.07,0,
493201,OKALOOSA COUNTY,132213.91,0,122817.2,0,
486523,OKALOOSA COUNTY,739751.48,0,667063.5,0,
376340,OKALOOSA COUNTY,4167442.62,0,5777075.66,0,
635533,OKALOOSA COUNTY,98938.62,0,92407.09,0,
967051,OKALOOSA COUNTY,219144.42,0,231295.98,0,
568714,OKALOOSA COUNTY,382809.24,0,345052,0,
784142,OKALOOSA COUNTY,203490,203490,306651.29,4069.8,
537983,OKALOOSA COUNTY,40698,40698,50645.45,0,
122852,OKALOOSA COUNTY,13536,13536,13069.93,0,
324199,OKALOOSA COUNTY,1728,1728,1727.31,0,
773124,OKALOOSA COUNTY,449046,449046,615267.56,0,
377464,OKALOOSA COUNTY,126648,126648,196988.3,0,
637261,OKALOOSA COUNTY,6714,6714,6281.28,0,
161803,OKALOOSA COUNTY,228393,228393,295449.18,0,
137093,OKALOOSA COUNTY,396279,396279,346022.9,0,
381346,OKALOOSA COUNTY,3483,3483,4029.43,0,
625114,OKALOOSA COUNTY,2736,2736,2189.94,0,
435656,OKALOOSA COUNTY,19224,19224,27844.04,0,
743287,OKALOOSA COUNTY,1143,1143,1594.44,0,
335302,OKALOOSA COUNTY,1728,1728,2055.67,0,
614044,OKALOOSA COUNTY,8838,8838,7990.74,0,
768688,OKALOOSA COUNTY,29250,29250,32558.79,585,
670560,OKALOOSA COUNTY,64746,64746,59296.98,0,
783382,OKALOOSA COUNTY,5040,5040,8646.14,100.8,
557026,OKALOOSA COUNTY,79281,79281,88157.94,0,
194308,OKALOOSA COUNTY,23670,23670,32045.2,473.4,
496190,OKALOOSA COUNTY,7236,7236,11168.77,0,
173565,OKALOOSA COUNTY,59175,59175,98608.75,1183.5,
383282,OKALOOSA COUNTY,6714,6714,8524.97,0,
105317,OKALOOSA COUNTY,5859,5859,9989.36,0,
803073,OKALOOSA COUNTY,125838,125838,141472.11,0,
925937,OKALOOSA COUNTY,81171,81171,125395.56,0,
482134,OKALOOSA COUNTY,23580000,23580000,16110000,471224.7,
182810,OKALOOSA COUNTY,5058,5058,7526.98,0,
745335,OKALOOSA COUNTY,99477,99477,158853.83,0,
797318,OKALOOSA COUNTY,2493,2493,2415.72,0,
792398,OKALOOSA COUNTY,123192,123192,206100.71,0,
641460,OKALOOSA COUNTY,5413720.59,0,6897155.82,0,
420504,OKALOOSA COUNTY,17910000,0,27450000,0,
355976,OKALOOSA COUNTY,2055143.45,0,2080462.81,0,
102209,OKALOOSA COUNTY,408469.5,408469.5,419583.14,0,
471737,OKALOOSA COUNTY,258554.7,258554.7,213714.85,0,
702589,OKALOOSA COUNTY,179485.2,179485.2,286866.17,0,
875957,OKALOOSA COUNTY,272700,272700,197198.91,0,
598292,OKALOOSA COUNTY,56442.6,56442.6,54101.25,0,
156004,OKALOOSA COUNTY,78685.2,78685.2,125416.34,0,
738022,OKALOOSA COUNTY,78685.2,78685.2,96169.05,0,
960463,OKALOOSA COUNTY,56442.6,56442.6,76040.37,0,
942785,OKALOOSA COUNTY,52585.2,52585.2,69706.52,0,
393896,OKALOOSA COUNTY,549926.1,0,873509.22,0,
931106,OKALOOSA COUNTY,53339.48,0,45608.78,0,
378063,OKALOOSA COUNTY,860287.5,860287.5,842145.76,0,
911234,OKALOOSA COUNTY,2779036.2,2779036.2,3620306.04,0,
203214,OKALOOSA COUNTY,2420185.5,2420185.5,3051176.26,0,
554477,OKALOOSA COUNTY,611051.7,0,666928.71,0,
951282,OKALOOSA COUNTY,1535331.1,0,1748527.17,0,
938615,OKALOOSA COUNTY,120340.36,0,134267.35,0,
874342,OKALOOSA COUNTY,1928.05,0,1725.92,0,
963243,OKALOOSA COUNTY,5602.34,0,6893.84,0,
108042,OKALOOSA COUNTY,10661.51,0,9255.08,0,
165986,OKALOOSA COUNTY,8656.02,0,10965.79,0,
245687,OKALOOSA COUNTY,4040.15,0,6179.61,0,
906916,OKALOOSA COUNTY,8991.58,0,11003.8,0,
518416,OKALOOSA COUNTY,12174.32,0,18407.57,0,
926693,OKALOOSA COUNTY,19639.62,0,19641.78,0,
953823,OKALOOSA COUNTY,2055.99,0,1546.1,0,
498894,OKALOOSA COUNTY,4769.62,0,5059.61,0,
572494,OKALOOSA COUNTY,1643117.81,0,2175693.37,0,
720644,OKALOOSA COUNTY,2031.3,0,1977.35,0,
654622,OKALOOSA COUNTY,28777.09,0,40187.21,0,
670821,OKALOOSA COUNTY,1346.72,0,1802.92,0,
362631,OKALOOSA COUNTY,13143.95,0,10978.71,0,
437580,OKALOOSA COUNTY,754.16,0,940.61,0,
376260,OKALOOSA COUNTY,14421.09,0,19901.11,0,
472053,OKALOOSA COUNTY,255331.87,0,333621.73,0,
383762,OKALOOSA COUNTY,78210.57,0,112483.07,0,
392740,OKALOOSA COUNTY,9379.88,0,14709.16,0,
742057,OKALOOSA COUNTY,4399.27,0,4652.39,0,
